,TicketID,Summary,unclean,Top2Grams,Top3Grams,Top4Grams,Automation Category
1384,966221,jt new project ip segment require,JT - New project - IP segment required,ip segment,ip segment require,,
1385,896864,kpassword issue,K0050036-password issue,kpassword issue,No Pattern,,
1386,917734,ior secondary link,K2 ior secondary link down,secondary link,ior secondary link,,
1387,398434,ka password issue otp request,ka241247- password issue = otp request,password issue,password issue otp,,
1388,929350,ka mail deliver issue,KA290775- mail deliver issue,deliver issue,ka mail deliver,,
1389,1006022,kalander laptop direct access issue itms issue transfer,Kalander It is laptop call Direct access issue & ITMS issue so i am transfering call to you...,direct access,direct access issue,,
1390,943695,karthik resolve issue violate transfer close bin,Karthik i have resolved issue the call is violated from you so i am transfering back to you you can close the call in your bin,resolve issue,resolve issue violate,,
1391,1039232,kartik nanjundiah satyaprakash wipro not work exam module,Kartik Nanjundiah Satyaprakash- my wipro not working - exam module,not work,wipro not work,,
1392,832463,katti wipro issue,Katti== my wipro issue,wipro issue,katti wipro issue,,
1393,1131407,kavisha pw issue,kavisha- pw issue,pw issue,kavisha pw issue,,
1394,1162633,kbuck pw issue,Kbucking= pw  issue,pw issue,kbuck pw issue,,
1395,729896,kdc location,KDC- Location,kdc location,No Pattern,,
1396,1049692,kdc location alert,KDC location alerts,kdc location,kdc location alert,,
1397,924504,kdc location alert,Kdc Location alerts.,kdc location,kdc location alert,,
1398,955977,kdc odc mmchina conti user fanc outlook issue,"KDC ODC (MM-China , Conti )  users are fancing outlook issue .",outlook issue,user fanc outlook,,
1399,1171579,kdc outlook isue odc,KDC outlook isue in few odc,kdc outlook,outlook isue odc,,
1400,552587,kdc ec latency high vrf,KDC to EC latency is too high via VRF 1,high vrf,kdc ec latency,,
1401,15027,kdctthfloorl,KDC-T2_4thFloor-L2,No Pattern,No Pattern,,
1402,998168,detect communication link,"KENSINGTON-C6506-VSS-L3.wipro.com, has detected a Communication Link Down",communication link,detect communication link,,
1403,928244,keyboard not work,keyboard is not working,not work,keyboard not work,,
1404,896194,keyboard issue,keyboard issue,keyboard issue,No Pattern,,
1405,494676,keyboard need replace,Keyboard needs to be replaced,need replace,keyboard need replace,,
1406,616308,keyboard not work,Keyboard not working,not work,keyboard not work,,
1407,859618,keyboard not work,Keyboard not working,not work,keyboard not work,,
1408,657695,keyboardtouch pad not work,"keyboard,touch pad is not working.",not work,keyboardtouch pad not,,
1409,1134460,keyboardtouch pad not work,"keyboard,touch pad is not working.",not work,keyboardtouch pad not,,
1410,773460,keypad not work,Keypad not working,not work,keypad not work,,
1411,680377,ki pw issue,KI278445= pw issue,pw issue,ki pw issue,,
1412,713247,kick callifdsbridge open,Kick Off Call**IFDS**Bridge opened,kick callifdsbridge,kick callifdsbridge open,,
1413,764823,kindlt piority,Kindlt take this on piority,kindlt piority,No Pattern,,
1414,641409,kindly add mention url exist pdc packet shaper class refer trail levis class,Kindly add the below mentioned URL in the existing PDC Packet Shaper class( Refer trail for levis class name).,packet shaper,pdc packet shaper,,
1415,541726,kindly add user hostname mbam group asap,Kindly add user hostname in MBAM group asap.,mbam group,kindly add user,,
1416,573846,kindly arrange noc chennai,Kindly arrange NOC chennai team,noc chennai,arrange noc chennai,,
1417,531452,kindly assist route concern,Kindly assist or route it to the concerned team,route concern,kindly assist route,,
1418,531020,kindly block social medium site facebook youtube ip segment,"Kindly block the social media site (Facebook, YouTube) for the below IP segment.",ip segment,social medium site,,
1419,696557,kindly user ist user,Kindly call the user after 08.30 am IST.. user is in US,kindly user,kindly user ist,,
1420,820142,kindly user priority,kindly call the user on priority.,kindly user,kindly user priority,,
1421,857443,kindly user indian time pm,kindly call this user indian time at 2.30 pm,kindly user,kindly user indian,,
1422,828603,kindly change vlan mention ip address,Kindly change the VLAN for the mentioned IP address : 10.207.41.115,ip address,mention ip address,,
1423,20943,kindly check needful,Kindly check and do the needful.,kindly check,kindly check needful,,
1424,1067499,kindly check ur user not respond ticket violate ur,kindly check from ur side because user is not responding and ticket is violated from ur side,kindly check,user not respond,,
1425,1113158,kindly check actachment,kindly check the actachment,kindly check,kindly check actachment,,
1426,470648,kindly check network backline,Kindly Check the network in backline,kindly check,kindly check network,,
1427,647460,kindly check network backline,Kindly Check the network in backline,kindly check,kindly check network,,
1428,668188,kindly check network backline,Kindly Check the network in backline,kindly check,kindly check network,,
1429,1073016,kindly check vpn connectivity destination source,Kindly check the vpn connectivity towards the destination 91.68.210.70  from the source 10.207.31.11,kindly check,kindly check vpn,,
1430,20769,kindly check user face browser issue not,Kindly check whether user is facing browser issue or not,kindly check,user face browser,,
1431,787568,kindly check user face browser issue not,Kindly check whether user is facing browser issue or not,kindly check,user face browser,,
1432,631440,kindly co ordinate user want fetch backup mail server,Kindly co ordinate with the user. She wants to fetch a backup of the mails from the server..,mail server,want fetch backup,,
1433,1171411,kindly config laptop asset,Kindly config the laptop with asset 156011353,laptop asset,kindly config laptop,,
1434,512306,kindly config laptop asset,Kindly config the laptop with asset no 156017138,laptop asset,kindly config laptop,,
1435,788931,kindly config laptop asset,Kindly config the laptop with asset no 156034738,laptop asset,kindly config laptop,,
1436,818107,kindly configure snmp ip follwo ip address,Kindly configure SNMP IP's for the follwoing IP address.,ip address,snmp ip follwo,,
1437,741721,kindly configure snmp ip follwo ip address,Kindly configure SNMP IP's for the follwoing IP address.,ip address,snmp ip follwo,,
1438,18832,kindly create mb bandwidth class ec ps primary secondary bayer odc new implementation,Kindly create 1Mb bandwidth class in EC4 PS (Primary and Secondary ) for Bayer ODC (New implementation).,bandwidth class,bandwidth class ec,,
1439,15253,kindly create new ct odc bandwidth class pdc packet shaper detail,Kindly create a new CTS ODC bandwidth class in PDC2 packet shaper with below details.,packet shaper,kindly create new,,
1440,731191,kindly create new mb bandwidth class eplus ss odc pdc primary secondary packet shaper respectively,Kindly create new 5Mb bandwidth class for E-Plus S2S ODC in PDC primary and secondary packet shaper respectively.,packet shaper,kindly create new,,
1441,1084801,kindly enable access give destination,Kindly enable the access for the below given destination,kindly enable,access give destination,,
1442,1067606,kindly find attached mail referrence,kindly find the attached mail for referrence,kindly find,find attached mail,,
1443,944288,kindly find cubicle detail request change vlan cubicle,Kindly find the cubicle details below & request you to change the VLAN for the below cubicles.,change vlan,detail request change,,
1444,17080,kindly mat laptop,Kindly for mat the laptop,mat laptop,kindly mat laptop,,
1445,972093,kindly access ec communication room access radware lan cable trace,Kindly give access for EC2 communication room Access for radware Lan cable tracing  ..,access ec,kindly access ec,,
1446,1070038,kindly free vlan -PRON- would ip segment coop norge project sjp location,Kindly give one free vlan id and /26 IP segment for Coop Norge project at SJP2 location.,ip segment,norge project sjp,,
1447,950351,kindly help get february month utilization report circuit -PRON- would,Kindly help us in getting  February   month utilization report for the below circuit ID. Thanks!,utilization report,month utilization report,,
1448,535842,kindly help get january month utilization report circuit -PRON- would,Kindly help us in getting  January  month utilization report for the below circuit ID. Thanks!,utilization report,month utilization report,,
1449,978087,kindly let know mention ip address exaclty locate ip address,Kindly let us know where the below mentioned IP address is exaclty located  IP address : 10.208.63.144,ip address,mention ip address,,
1450,1176022,kindly log ticket isp share moth utilization report find detail needful early project nmg location chennai ckt -PRON- would chennai primary ww chennai secondary,Kindly log a ticket with ISP to share a last 6 moth utilization report. Please find the below details and do the needful at the earliest.   Project Name: NMG   Location: Chennai   CKT ID:  Chennai Primary: W0W45764                 Chennai Secondary:,utilization report,share moth utilization,,
1451,920622,kindly map ip printer mac address bbdec ip mac address ceebd ip,kindly map the below ip for the printer    MAC Address - 3863BB04DE7C  IP- 10.201.32.13   MAC Address - 00:C0:EE:B1:51:D2  IP-10.201.32.12,mac address,address bbdec ip,,
1452,795156,kindly omit ip dhcp scope need setup detail,"Kindly Omit the last 5 IPs(10.222.187.186-10.222.187.190) from DHCP Scope, Since it?s need for Telecommunicating setup. Below are the details",dhcp scope,scope need setup,,
1453,17221,kindly open port,Kindly open the ports,open port,kindly open port,,
1454,1012374,kindly provide free port,Kindly provide four free ports,kindly provide,kindly provide free,,
1455,1003307,kindly provide ip address give range,Kindly provide one each IP address in the below given ranges,ip address,provide ip address,,
1456,999502,kindly provide pool ip requirement raise cmr,Kindly provide pool IP for the below requirement to raise the CMR for the same.,kindly provide,requirement raise cmr,,
1457,923075,kindly provide log check cpu utilization device ip,kindly provide the below logs to check the CPU utilization for the device ip 10.142.1.101,kindly provide,check cpu utilization,,
1458,1133326,kindly provide console michelin vpn firewall reboot system,Kindly provide the console for the Michelin VPN firewall to reboot the system,kindly provide,michelin vpn firewall,,
1459,811397,kindly provide week utilization report zna csssl vpn,Kindly provide the last week utilization report for ZNA C2S-SSL VPN,utilization report,zna csssl vpn,,
1460,1004640,kindly provide utilization report week,Kindly provide the utilization report for week,utilization report,provide utilization report,,
1461,626200,kindly provide weekly bandwidth utilization report avago ss,Kindly provide the Weekly bandwidth Utilization Report for Avago S2S,utilization report,bandwidth utilization report,,
1462,881751,kindly reach yser user sit tower nd floor wing,"kindly reach the yser. user sits in tower 8, 2nd floor, c wing",nd floor,tower nd floor,,
1463,692516,kindly release asset,Kindly release the asset from my name,kindly release,kindly release asset,,
1464,928581,kindly route ckts ip hop mention not advertise bgp,"Kindly route below CKT?s for IP : 10.154.50.130/32 towards next hop mentioned below, do not advertise the same in BGP.",mention not,not advertise bgp,,
